,index,Unnamed: 0,graph,cnmr,smiles
8489,8503,8503,020000382.pickle,020000382.csv,C(C1(C23C(C(C(C2([H])[H])=C([H])[H])(C(C(C3(C45C1(C(C([H])([H])[H])(C(C(=C4[H])[H])(O[H])[H])C(=O)O5)[H])[H])([H])[H])([H])[H])O[H])([H])[H])[H])(=O)O[H]
8490,8504,8504,020000400.pickle,020000400.csv,C1(C(C(=C2C3(C1(C(C(C(C3([H])[H])(OC(=O)C([H])([H])[H])[H])(C([H])([H])[H])[H])(C(C(O[H])(C4=C(OC(=C4[H])[H])[H])[H])([H])[H])C([H])([H])[H])[H])C(OC2=O)([H])[H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H]
8491,8505,8505,020000401.pickle,020000401.csv,C12(C(C(C(=C(C(C3(C(C(C1(O2)C([H])([H])[H])([H])[H])(OC(=O)C3(OC(=O)C(=C(C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])[H])(OC(C(C([H])([H])[H])=C(C([H])([H])[H])[H])=O)[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H]
8492,8506,8506,020000420.pickle,020000420.csv,C1(C2=C(N3C(C4=C(N1C3([H])[H])N(C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])N=C4C([H])([H])[H])([H])[H])N(C=6C(=C(C(=C(C6[H])[H])[H])[H])[H])N=C2C([H])([H])[H])([H])[H]
8493,8507,8507,020000441.pickle,020000441.csv,C1(C2(C3(C(C(C(C(C2(C(C1([H])[H])(O[H])C([H])([H])[H])[H])(O[H])[H])(O3)C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H]
8494,8508,8508,020000442.pickle,020000442.csv,C1(C(OC(C1(C(C(O[H])([H])[H])([H])[H])[H])=O)(C(C(C([H])([H])[H])(O[H])[H])([H])[H])[H])([H])[H]
8495,8509,8509,020000460.pickle,020000460.csv,C(C1(C(C(C(=C1C(O[H])([H])[H])C([H])([H])[H])(O[H])[H])(O[H])[H])[H])(C(O[H])([H])[H])([H])[H]
8496,8510,8510,020000461.pickle,020000461.csv,C=1(C(=C(C(=C(C1[H])C(=C(C(O[H])([H])[H])[H])[H])[H])OC([H])([H])[H])OC2(OC(C(C(C2(O[H])[H])(O[H])[H])(O[H])[H])(C(OC(=O)C(C(O[H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H]
8497,8511,8511,020000462.pickle,020000462.csv,C1(=C(C(=C(C(=C1[H])[H])C(O[H])=C(C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])C(O[H])=C(C(=O)C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H]
8498,8512,8512,020000482.pickle,020000482.csv,C1(=C(C(=C(C2=C1C(C3=C(C2=O)C(=C(C(=C3[H])[H])C(=O)N(C(C(C(=O)N(C4=C(N(C(=C4[H])C(=O)N(C(C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])([H])[H])([H])[H])[H])[H])=O)[H])[H])[H])[H]
8499,8513,8513,020000500.pickle,020000500.csv,C1=2OC(C(C1=C(C(C(=C(C3=C(C(=C(C(=C3[H])O[H])[H])O[H])[H])[H])[H])=C(C2[H])[H])[H])(C4=C(C(=C(C5=C4C(C(O5)(C6=C(C(=C(C(=C6[H])[H])O[H])[H])[H])[H])(C=7C(=C(C(=C(C7[H])O[H])[H])O[H])[H])[H])[H])O[H])[H])[H])(C=8C(=C(C(=C(C8[H])[H])O[H])[H])[H])[H]
8500,8514,8514,020000520.pickle,020000520.csv,C1(C=2C(C(C3=C1C(=C4C(=C3[H])C(=C(C4([H])[H])[H])C([H])([H])[H])C([H])([H])[H])=O)=C(C(=C(C2[H])[H])[H])[H])=O
8501,8515,8515,020000521.pickle,020000521.csv,C1(C(C(=C(C(C1(C(C([H])([H])[H])(C(=C(C(=C(C(=C(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])([H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])(O[H])[H])[H])C(C(=C(C(C(C(C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])(OC([H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])([H])[H])=O)(C([H])([H])[H])[H]
8502,8516,8516,020000522.pickle,020000522.csv,C1(C(C(C2(C(C(C3(C(C(C(C4(C3=C(C(C5(C(C(C(C(C45[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(=O)O[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(C2(C1([H])[H])C([H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H]
8503,8517,8517,020000540.pickle,020000540.csv,C1(=C2OC(C(C(C2=C(O[H])C=3C(C(OC13)(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])=O)(C4=C(C(=C(C(=C4[H])[H])O[H])[H])OC([H])([H])[H])[H])([H])[H])[H]
8504,8518,8518,020000560.pickle,020000560.csv,C1(C(C(C(C2(C1(C3(C(C(C2([H])[H])([H])[H])(C4(C(=C(C3([H])[H])[H])C5(C(C(C4([H])[H])([H])[H])(C(C(C(C5(C([H])([H])[H])O[H])=C([H])[H])([H])[H])([H])[H])C(O[H])=O)[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C(O[H])([H])[H])C([H])([H])[H])(O[H])[H])([H])[H])([H])[H]
8505,8519,8519,020000562.pickle,020000562.csv,C(C(C(C(C(C(C([H])([H])[H])=C([H])[H])(C(O[H])([H])[H])[H])([H])[H])(O[H])[H])=C([H])[H])([H])([H])[H]
8506,8520,8520,020000563.pickle,020000563.csv,C(C(C(=C(C(C1=C(C(OC1([H])[H])([H])[H])[H])([H])[H])[H])[H])(C([H])([H])[H])O[H])([H])([H])[H]
8507,8521,8521,020000564.pickle,020000564.csv,C123C(OC(C(C3(C(C(C(C2(C(C(O1)([H])[H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])[H])=O)(OC(C([H])([H])[H])=O)[H]
8508,8522,8522,020000565.pickle,020000565.csv,C1(C(C(C(C(=C(C(C(C(C1=C([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])=C([H])[H])([H])[H])([H])[H])(O[H])[H]
8509,8523,8523,020000566.pickle,020000566.csv,C=1(C(C(C(C2(C1C(C(C(C2([H])[H])(C(C(O[H])=O)=C([H])[H])[H])([H])[H])=O)C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H]
8510,8524,8524,020000580.pickle,020000580.csv,C=1(C(=C(C(=C(C1C(=O)C(C(C2(OOC(C(C2([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])=C([H])[H])([H])[H])[H])O[H])[H])[H])O[H]
8511,8525,8525,020000581.pickle,020000581.csv,C1(C(C2(C(C(=C1C(O[H])([H])[H])C(=C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])(OC(O2)=O)[H])[H])(O[H])[H])(O[H])[H]
8512,8526,8526,020000582.pickle,020000582.csv,C=1(C(=C(C(=C(C1[H])[H])C#CC=2C(=C(C(=C(C2[H])[H])C#CC=3C(=C(C(=C(C3[H])[H])C#N)[H])[H])[H])[H])[H])[H])OC([H])([H])[H]
8513,8527,8527,020000583.pickle,020000583.csv,C=1(C(=C(C(=C(C1[H])[H])[H])C(=C(C(=C(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
8514,8528,8528,020000600.pickle,020000600.csv,C1(=C(C(=C(C2=C1C(=C(S2)C(=O)N(C(C(O[H])([H])[H])([H])[H])[H])Cl)[H])[H])[H])[H]
8515,8529,8529,020000601.pickle,020000601.csv,C1(C(=C(C(C1(C(=C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])([H])[H]
8516,8530,8530,020000602.pickle,020000602.csv,C1(C(=C(C(C1(C(=C([H])[H])[H])[H])(C2(OC2(C(=C([H])[H])[H])[H])[H])[H])[H])[H])([H])[H]
8517,8531,8531,020000620.pickle,020000620.csv,C(OC(=C(C([H])([H])[H])[H])[H])(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H]
8518,8532,8532,020000680.pickle,020000680.csv,C1(OC2=C(C3=C(C(=C2C(C1([H])[H])=O)O[H])C(C(O3)(C4=C(C(=C(C(=C4[H])[H])OC([H])([H])[H])[H])[H])[H])(C(C5=C(C(=C(C(=C5O[H])[H])O[H])[H])[H])=O)[H])[H])(C6=C(C(=C(C(=C6[H])[H])O[H])[H])[H])[H]
8519,8533,8533,020000681.pickle,020000681.csv,C1(=C(C2(C(C(C(O2)(C=3C(=C(OC([H])([H])[H])C=4OC(OC4C3[H])([H])[H])[H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])[H])C(=C(OC([H])([H])[H])C=5OC(OC15)([H])[H])[H])[H]
8520,8534,8534,020000683.pickle,020000683.csv,C=12OC(C3(C=4C(=C(C(=C(C4OC3(C2=C(C(=C(C1C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])O[H])[H])[H])[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])[H])[H])O[H])([H])[H]
8521,8535,8535,020000685.pickle,020000685.csv,C=1(C(=C(C(=C2C1OC3(C(OC4=C(C=5OC(OC5C(=C4C3(C2=O)O[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
8522,8536,8536,020000686.pickle,020000686.csv,C=1(C(=C2C(=C(C1O[H])Cl)C(C(C=3C(=C(C(=C(C3[H])C=4C(=C(C(=C(C4O[H])Cl)[H])C(=C(C=5C(=C(C2=C(C5Cl)[H])O[H])Cl)[H])[H])[H])OC([H])([H])[H])[H])[H])([H])[H])([H])[H])[H])Cl
8523,8537,8537,020000687.pickle,020000687.csv,C12(C3(C(C4(C(C(C(C(C(C4=C1C([H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O)([H])[H])(C([H])([H])[H])[H])C2(OC(C([H])([H])[H])=O)[H])(C5=C(C3=O)C(C(C6(OOC(C6=C5[H])(C([H])([H])[H])C([H])([H])[H])O[H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])[H])[H]
8524,8538,8538,020000688.pickle,020000688.csv,C12(C34C(C(C(C2(C=5C(C(C1(OC(=O)C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])(C(C(C5[H])([H])[H])(C6=C(OC(=C6[H])[H])[H])[H])C([H])([H])[H])C([H])([H])[H])=O)([H])[H])(C(OC4(C(C(C3([H])[H])=O)([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
8525,8539,8539,020000689.pickle,020000689.csv,C=1(C(=C2C(=C3C1C(=C(O3)C4=C(C(=C(C(=C4C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])O[H])[H])O[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(=C(C(O2)(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
8526,8540,8540,020000700.pickle,020000700.csv,C=1(C(=C(C(=C(C1[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])[H])[H])C(O[H])=O
8527,8541,8541,020020606.pickle,020020606.csv,C1(N(C(C(C1([H])[H])(C([H])([H])[H])[H])(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])C#N)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(O[H])[H]
8528,8542,8542,020020607.pickle,020020607.csv,C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(N(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])(C#N)C(C(C(=O)C([H])([H])[H])([H])[H])([H])[H]
8529,8543,8543,020024829.pickle,020024829.csv,C1(=C(C(=C(C(=C1[H])[H])S[H])[H])[H])[H]
8530,8544,8544,020024871.pickle,020024871.csv,C=1(C(=C(C(=C(C1O[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])[H])[H])[H])OC3(OC(C(C(C3(OC(=O)C(=C(C4=C(C(=C(C(=C4[H])[H])O[H])[H])[H])[H])[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H]
8531,8545,8545,020024873.pickle,020024873.csv,C1=2N(C=3C(=C(C(=C(C3C1=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H])[H])C(O[H])([H])[H]
8532,8546,8546,020024874.pickle,020024874.csv,C(Br)(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C(Cl)(Cl)Cl)([H])[H]
8533,8547,8547,020024914.pickle,020024914.csv,C1(C(C(C(O[H])=O)([H])[H])(OC(O1)(C([H])([H])[H])C([H])([H])[H])[H])=O
8534,8548,8548,020024915.pickle,020024915.csv,C(C(C(C1([N+](C([H])([H])[H])(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
8535,8549,8549,020024956.pickle,020024956.csv,C1(C(=C(C(C(C2(C(C(C(C21C([H])([H])[H])([H])[H])([H])[H])=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H]
8536,8550,8550,020024997.pickle,020024997.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])=C(C(=C(C(C(C(C(C(N(C(C([H])([H])[H])=O)[H])([H])[H])(O[H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])C(C(=C([H])[H])[H])([H])[H]
8537,8551,8551,020024998.pickle,020024998.csv,C1(C(C(C(C23C1(C(C(=C(C2([H])[H])[H])[H])([H])[H])O3)([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
8538,8552,8552,020024999.pickle,020024999.csv,C1(C(C(C(C2(C1(C(C(=C(C2([H])[H])[H])[H])([H])[H])O[H])Cl)([H])[H])([H])[H])([H])[H])(C(O[H])([H])[H])[H]
8539,8553,8553,020025000.pickle,020025000.csv,C(C(C(=C(C(O[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])(C(=C(C(O[H])([H])[H])[H])[H])[H]
8540,8554,8554,020025001.pickle,020025001.csv,C=1(C(=C(C(=C2C1C(=C(OC2=O)C#CC(O[H])(C([H])([H])[H])[H])[H])[H])[H])[H])[H]
8541,8555,8555,020025002.pickle,020025002.csv,C=1(C(=C(C(=C(C1[H])C(=C(C2=C(C(=C3C(=C(C(OC3=C2[H])(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])O[H])[H])[H])[H])[H])O[H])O[H])[H]
8542,8556,8556,020025003.pickle,020025003.csv,C1(O[H])(C(C(=C([H])[H])C2(C(C(C(C(C2(C([H])([H])[H])C1(O[H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])(O[H])[H])[H])([H])[H])[H]
8543,8557,8557,020025004.pickle,020025004.csv,C1(C([H])([H])[H])(C(C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])(OC(C1(C([H])([H])[H])[H])(C3=C(C(=C(C(=C3O[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H]
8544,8558,8558,020025006.pickle,020025006.csv,C1(N(C([H])([H])[H])[H])=C(C(C=2C(=C(N=C(C2C1=O)[H])[H])[H])=N[H])[H]
8545,8559,8559,020025007.pickle,020025007.csv,C1(C(C2(C(C(C(C(C2(C(C3(C(C1=C(C(C3([H])[H])(OC(C([H])([H])[H])=O)[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])=C([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])([H])[H])C([H])([H])[H])(OC(C(=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])=O)[H])(O[H])[H]
8546,8560,8560,020025008.pickle,020025008.csv,C(N(C(C(C(C(=C1C(=C(C(O1)=O)C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])(C(C(C(=C2C(=C(C(O2)=O)C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
8547,8561,8561,020025009.pickle,020025009.csv,C1(C(C(C([H])([H])[H])(C([H])([H])[H])C2(C(C(C34C(C(C(C(C3(C2(C([H])([H])[H])C1([H])[H])[H])(O[H])[H])([H])[H])(C(C4=O)(C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])=O)([H])[H]
8548,8562,8562,020025010.pickle,020025010.csv,C1(C2(C(C(C(C(=C1C(O[H])([H])[H])[H])([H])[H])(C([H])([H])[H])C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])[H])([H])[H])(C(C(=O)[H])=C(C2([H])[H])C([H])([H])[H])[H])[H])=O
8549,8563,8563,020025011.pickle,020025011.csv,C1(=C(C(=C2C(=C1[H])C34C(N5C(C(C63C(N(C7=C6C(C5(C8(C(O8)(C([H])([H])[H])C([H])([H])[H])[H])[H])=C(C(=C7[H])[H])[H])C([H])([H])[H])(N2[H])[H])([H])[H])([H])[H])(N(C(C4([H])[H])([H])[H])C(=O)C(=C(C(=C(C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
8550,8564,8564,020025012.pickle,020025012.csv,C1(C(O[H])(C(C([H])([H])[H])(C(OC(C(=C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])[H])[H])=O)([H])[H])C3(C(C4(C(C(=C5C(C4(C([H])([H])[H])C(C3([H])[H])([H])[H])(C(C(C6(C(C(C(C(C56[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(O[H])=O)([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])(C([H])([H])[H])C1([H])[H])[H])[H])([H])[H]
8551,8565,8565,020025014.pickle,020025014.csv,C1(C23C(C(C4(C(C(C5(C6(C(OC(O2)(C(C73C(C(C8(C(C([H])([H])[H])(C([H])([H])[H])OC9(C81OC(C9([H])[H])=O)[H])[H])([H])[H])(O7)[H])=O)C54[H])(C(C(O6)=O)(C([H])([H])[H])O[H])[H])[H])[H])(C([H])([H])[H])[H])=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H]
8552,8566,8566,020025015.pickle,020025015.csv,C1(=C(C=2C(=C(C(=C(C2[H])[H])[H])[H])N1C34C5=C(C(=C(C(=C5N(C3(N6C7(C4([H])[H])C(N(C(C6=O)(SSS7)C(O[H])([H])[H])C([H])([H])[H])=O)[H])[H])[H])[H])[H])[H])C(C89N(C([H])([H])[H])C(=O)C(C(O[H])([H])[H])(N(C([H])([H])[H])C8=O)SS9)([H])[H])[H]
8553,8567,8567,020025016.pickle,020025016.csv,C1(C2(C(C(C(C(C2(C(C(C1(C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])=C([H])[H])([H])[H])([H])[H])([H])[H])[H])(C(C(C3(C(C(N4C(=NC5=NC(=NC(N3OC([H])([H])[H])=C54)[H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H]
8554,8568,8568,020025017.pickle,020025017.csv,C1(C(=O)OC(C([H])([H])[H])(C1([H])[H])C(=C(C(=C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])=C([H])[H]
8555,8569,8569,020025018.pickle,020025018.csv,C1(C(C(C(C([H])([H])[H])=C(C(C(C(O[H])(C([H])([H])[H])C(=C(C(C2(C(C(C(OO2)(C(C(=O)O[H])(C([H])([H])[H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
8556,8570,8570,020025019.pickle,020025019.csv,C1(C(O[H])(C(C(=C(C(=C(C(C([H])([H])[H])=C(C(=C(C(C([H])([H])[H])=C(C(=C(C(=C(C(=C(C(=C(C(=C(C(C2(C(C(C(C2([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=O)[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])([H])[H])[H])([H])[H]
8557,8571,8571,020025020.pickle,020025020.csv,C1(O[H])(C(OC(C([H])([H])[H])=O)(C(C2(C(C(C3(C(C(C(=C4C3(C([H])([H])[H])C(C(C5(C4(C(C(C(C5([H])[H])([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])=O)(C2(C1(O[H])[H])C([H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
8558,8572,8572,020025022.pickle,020025022.csv,C1(C(C(C2(C3(C1(C(C(C(C3([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])OC4(C(C(C(C(O4)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])([H])[H])([H])[H])C(O2)([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H]
8559,8573,8573,020025023.pickle,020025023.csv,C=1(C(=C(C(=C2C(OC(C12)=O)(C(C(C(O[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
8560,8574,8574,020025024.pickle,020025024.csv,C1(C(=C(C(O1)=O)C(C2(OC(OC2(C(C([H])([H])[H])=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])([H])[H]
8561,8575,8575,020025025.pickle,020025025.csv,C1(C(C(C2(C34C1(C(C(C(C3(O[H])[H])([H])[H])(C([H])([H])[H])[H])(C(C(C=5C(=C(OC5[H])[H])[H])(O[H])[H])([H])[H])C(=O)OC4([H])[H])[H])C(O2)([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])([H])[H]
8562,8576,8576,020025026.pickle,020025026.csv,C1(C(C(C(C2=C1C3(C(C(C2([H])[H])(O[H])[H])(OC(C3([H])[H])(C4=C(C(OC4(O[H])[H])=O)[H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
8563,8577,8577,020025027.pickle,020025027.csv,C1(C=2C(OC3=C1C(=C(C(=C3C(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])([H])[H])([H])[H])OC([H])([H])[H])[H])O[H])=C(C(=C(C2[H])[H])[H])O[H])=O
8564,8578,8578,020025028.pickle,020025028.csv,C12(C(C(C=3C(C(C(C2(C(C(C(C1(O[H])[H])([H])[H])(O[H])[H])=C([H])[H])[H])(O[H])[H])([H])C(C(C3C([H])([H])[H])=O)([H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])=O)[H])(O[H])[H])C([H])([H])[H]
8565,8579,8579,020025029.pickle,020025029.csv,C=12OC(=C(C(C2=C(C(=C(C1[H])O[H])[H])O[H])=O)C3=C(C(=C(C(=C3OC([H])([H])[H])[H])O[H])OC([H])([H])[H])[H])[H]
8566,8580,8580,020025030.pickle,020025030.csv,C=12OC(=C(C(C2=C(C(=C(C1[H])O[H])C(C3(C(=C(C(C(C3(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])O[H])=O)O[H])C=4C(=C(C(=C(C4[H])[H])O[H])[H])[H]
8567,8581,8581,020025034.pickle,020025034.csv,C=1(C(=C(C(=C(C1C2(C(C(C(C2([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[H])O[H])[H])C([H])([H])[H])[H]
8568,8582,8582,020025035.pickle,020025035.csv,C(C(C([H])([H])[H])(C(C(C(C(C(C(C(C(C(C(C(C(=C(C(O[H])([H])[H])[H])C(O[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])O[H])([H])([H])[H]
8569,8583,8583,020025037.pickle,020025037.csv,C1(=C(C=2OC(OC2C(=C1[H])[H])([H])[H])[H])C(C3(C(C(OC3([H])[H])=O)=C([H])C4=C(C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H]
8570,8584,8584,020025038.pickle,020025038.csv,C=1(C(=C(C(=C(C1C(=C(C(N(C(C(C2=C(N(C3=C2C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])=O)[H])[H])[H])OC([H])([H])[H])O[H])[H])[H]
8571,8585,8585,020025039.pickle,020025039.csv,C1(C(O[H])(C(C(O[H])(C(C(O[H])([H])[H])(O1)[H])[H])(O[H])[H])[H])(OC2=C(C(=C(C(=C2C(C(C(O[H])=O)([H])[H])([H])[H])[H])[H])OC([H])([H])[H])[H])[H]
8572,8586,8586,020025040.pickle,020025040.csv,C=1(C(=C(C(=C2C(OC([H])([H])[H])=C3C(=C(OC3=NC21)[H])[H])[H])OC([H])([H])[H])[H])OC(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
8573,8587,8587,020025041.pickle,020025041.csv,C1(OC2(OC(C(C(C2(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])(OC3=C(N(C1=O)[H])C(=C(O[H])C(=C3[H])[H])[H])[H]
8574,8588,8588,020025042.pickle,020025042.csv,C1(C2=C(C(=C(C(=C2[H])O[H])C([H])([H])[H])OC([H])([H])[H])C=3C(=C(C(=C(C3C1([H])[H])OC([H])([H])[H])O[H])[H])[H])([H])[H]
8575,8589,8589,020025043.pickle,020025043.csv,C1(C(O1)([H])[H])(C2(OC3(C(C(C2=O)([H])[H])(C4(C(C(C(C(C4(C(C3([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)([H])[H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H]
8576,8590,8590,020025044.pickle,020025044.csv,C12(C(C([H])([H])[H])(C(C3(C4(C([H])([H])[H])C(C(C(C(C14[H])(OC5(C(=C(C2([H])[H])[H])C(=C(O5)[H])[H])[H])[H])([H])[H])([H])[H])(C(O3)=O)[H])[H])([H])[H])[H])C([H])([H])[H]
8577,8591,8591,020025045.pickle,020025045.csv,C1(C(C2(C3(C(=C(C(C(C3([H])[H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H])C(C(C2(C(C([H])([H])[H])(C1([H])[H])C([H])([H])[H])[H])([H])[H])=O)O[H])C(=O)OC([H])([H])[H])([H])[H])([H])[H]
8578,8592,8592,020025046.pickle,020025046.csv,C1(C(=C([H])[H])[H])(C(C(C(C(C1(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H]
