,hnmr,graph,file,smiles
1334,010010379.csv,010010379.pickle,010010379,C1(=C(C(C(N(C([H])([H])[H])[H])([H])[H])([H])[H])C(C(OC([H])([H])[H])=C(C1([H])[H])[H])([H])[H])[H]
1341,010011072.csv,010011072.pickle,010011072,C(Br)(C(C(Br)([H])[H])([H])[H])([H])[H]
1342,010026236.csv,010026236.pickle,010026236,C1(=C(C(=C(C(=C1[H])C(C(C(C(=C(C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])[H])=O)([H])[H])([H])[H])[H])[H])O[H])O[H]
1343,010021987.csv,010021987.pickle,010021987,C1(C(C(C(C(C1=C(Cl)[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O
1344,000022088.csv,000022088.pickle,000022088,C(C(C(C(C(=C(C1(C(C(C(C(C(=C(C(C1([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])=C([H])[H])([H])C(OC([H])([H])[H])=O)[H])C(OC(C([H])([H])[H])=O)([H])[H])[H])([H])[H])(O[H])[H])(C([H])([H])[H])O[H])([H])([H])[H]
1345,010008330.csv,010008330.pickle,010008330,C(C(Cl)(Cl)[H])(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H]
1348,010021641.csv,010021641.pickle,010021641,C(C(=O)OC1(C2(C(C(OC(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(O2)[H])([H])[H])(OC(SC(C([H])([H])[H])([H])[H])(C1(OC(C([H])([H])[H])=O)[H])[H])[H])[H])[H])([H])([H])[H]
1352,000020292.csv,000020292.pickle,000020292,C1(=C(C(=C2C(=C1[H])C(C(C2([H])[H])(C(C([H])([H])[H])([H])[H])[H])=O)[H])[H])[H]
1353,000010255.csv,000010255.pickle,000010255,C=1(N(C(=C(C1[H])[H])[H])C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H])[H]
1364,020143588.csv,020143588.pickle,020143588,C=1(C(=C(C(=C(C1C(=O)C([H])([H])[H])[H])[H])C(=O)C([H])([H])[H])[H])[H]
1366,000076458.csv,000076458.pickle,000076458,C=12C(=O)N(C(C1C(=C(C(=C2[H])[H])[H])[H])=O)C(=C([H])[H])[H]
1368,020111998.csv,020111998.pickle,020111998,ClC(=O)C1=C(Cl)C(=C([N+](=O)[O-])C(=C1[H])[H])[H]
1373,020055877.csv,020055877.pickle,020055877,C1(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N([H])[H])[H]
1374,010021882.csv,010021882.pickle,010021882,C1(=C(C(=C(C(=C1C(=O)N([H])C(C(O[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[N+]([O-])=O)[H])[H]
1375,020112726.csv,020112726.pickle,020112726,O=C([O-])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1376,010022090.csv,010022090.pickle,010022090,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(C(=C(C(=C3[H])[N+](=O)[O-])OC([H])([H])[H])[H])[H])[H])[H])[H])O[H])[H]
1377,020055858.csv,020055858.pickle,020055858,C=1(C(=C(C(=C(C1C#N)[H])[H])C#N)[H])[H]
1379,010021598.csv,010021598.pickle,010021598,C1(=C(N(N=C1C=2C(=C(C(=C(C2[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])C3=C(C(=C(C(=C3OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H]
1380,020096813.csv,020096813.pickle,020096813,C(C=1C(=C(C(=C(C([H])([H])[H])C1[H])S(O[H])(=O)=O)[H])[H])([H])([H])[H]
1381,010017183.csv,010017183.pickle,010017183,C(=C(Cl)[H])(Cl)[H]
1383,020039670.csv,020039670.pickle,020039670,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])Br)[H]
1387,020039203.csv,020039203.pickle,020039203,C1(=C(C(=C(C(=C1[N+](=O)[O-])C([H])([H])[H])[H])[H])[H])OC([H])([H])[H]
1390,020173306.csv,020173306.pickle,020173306,S1C(=C(C(=C1[H])[H])[H])C=2N(C(C=3C(N2)=C(C(=C(C3[H])[H])[H])[H])=O)N(C([H])([H])[H])[H]
1401,020174635.csv,020174635.pickle,020174635,N=1C(=C(C2=C(C1[H])N(C3=C2C(=C(C(=C3[H])[H])[H])[H])C=4C5=C(N(C=6C4N=C7C6C(=C(C(=C7[H])[H])[H])[H])C([H])([H])[H])C(=C(C(=C5[H])[H])[H])[H])[H])[H]
1402,010016023.csv,010016023.pickle,010016023,C1(=C(C(=C2C(=C1[H])C(=C(C(=C2[H])[H])[H])[H])[H])[H])N([H])[H]
1404,020111940.csv,020111940.pickle,020111940,ClC(C(SC([H])([H])[H])([H])[H])([H])[H]
1408,010017310.csv,010017310.pickle,010017310,C=1(C=2N=N[Se]C2[H])C(=C(C(OC(C(C(C(C(C(Br)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=C(C1[H])[H])[H])[H]
1410,020167662.csv,020167662.pickle,020167662,O1C(C2(C(N=C1C([H])([H])[H])(C(C(C2([H])[H])([H])[H])([H])[H])[H])[H])(F)C([H])([H])[H]
1412,010022544.csv,010022544.pickle,010022544,C=1(C(=C(C(=C(C1C(=O)[H])C([H])([H])[H])[H])[H])[H])OC([H])([H])[H]
1413,020032364.csv,020032364.pickle,020032364,C12(C(=C(C(N(O1)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(C(C2([H])[H])([H])[H])[H])[H])[H])[H]
1414,000010258.csv,000010258.pickle,000010258,C=1(OC(=C(C1[H])[H])C(N(C([H])([H])[H])[H])([H])[H])[H]
1416,020112729.csv,020112729.pickle,020112729,S(O[H])(=O)(=O)C(C(C(N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1427,000088202.csv,000088202.pickle,000088202,C1(=C(C(=C(C(=C1[N+](=O)[O-])[H])[H])[H])I)[H]
1429,020028916.csv,020028916.pickle,020028916,C(F)([H])([H])[H]
1431,010021840.csv,010021840.pickle,010021840,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[N+]([O-])=O)[H])C(=O)O[H]
1433,020123620.csv,020123620.pickle,020123620,C1(=C(C(=C(C(=C1[H])[H])C(O[H])([H])[H])[H])[N+](=O)[O-])[H]
1444,010022334.csv,010022334.pickle,010022334,C1(=C(C(=C(C2=C1[N+](=C(S2)[H])C(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H]
1450,000021068.csv,000021068.pickle,000021068,C1(C#CC2=C(C(=C(S2)[N+]([O-])=O)[H])[H])=C(C(=C(S1)SC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H]
1451,020176206.csv,020176206.pickle,020176206,O1C2(C(=C(C1(C(=C2[H])[H])[H])C#N)[H])[H]
1452,020096463.csv,020096463.pickle,020096463,C1(=C(C(=C(C(=C1[H])Cl)[H])C=2C(=C(C(=C(C2[H])Cl)[H])[H])[H])[H])[H]
1456,010022054.csv,010022054.pickle,010022054,C1(C(C(C(OC1(C(OC(=O)C([H])([H])[H])([H])[H])[H])(N([H])C(=O)N([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=O)N([H])C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H])[H])(N(C(=O)OC(C(Cl)(Cl)Cl)([H])[H])[H])[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H]
1460,020112347.csv,020112347.pickle,020112347,C(C(C([H])([H])[H])([H])[H])(C(C#CC([H])([H])[H])([H])[H])([H])[H]
1462,010021852.csv,010021852.pickle,010021852,C1(=C(C(=C(C(=C1[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
1464,010015608.csv,010015608.pickle,010015608,C=1(C(=C(C(=C(C1[H])I)[H])[H])C(=C(C#N)C#N)[H])[H]
1466,020073816.csv,020073816.pickle,020073816,C1(=C(C(=C(C2=C1C3=C(N(C(C(N3C2=O)([H])[H])=O)[H])C#N)[H])[H])[H])[H]
1467,020054355.csv,020054355.pickle,020054355,C=1(N=NC(=NN1)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
1468,020096860.csv,020096860.pickle,020096860,C(C1=C(C(=C(C([H])([H])[H])C2=C(C(=C(C(=C12)[H])[H])[H])[H])[H])[H])([H])([H])[H]
1469,010016913.csv,010016913.pickle,010016913,[As](C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H]
1476,020097926.csv,020097926.pickle,020097926,C1(=C(C(=C(C(=C1Cl)Cl)Cl)O[H])Cl)[H]
1478,020096443.csv,020096443.pickle,020096443,C(C(C(C([H])([H])[H])(C(C(C(C([H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
1485,010021777.csv,010021777.pickle,010021777,C(C#CC(=O)OC(C([H])([H])[H])([H])[H])([H])([H])[H]
1486,020097182.csv,020097182.pickle,020097182,C1(=C(C=2C(=C(C=3C(=C(C(=C4C(C(=C1[H])C2C34)([H])[H])[H])[H])[H])[H])[H])[H])[H]
1492,020111992.csv,020111992.pickle,020111992,ClC(C(C(C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H]
1495,000021335.csv,000021335.pickle,000021335,C=1(C(=C(C(=C(C1N(C(C(=C([H])[H])[H])([H])[H])C(C([H])([H])[H])=O)[H])[H])C([H])([H])[H])[H])[H]
1502,010022464.csv,010022464.pickle,010022464,C=1(SC(=C(C1[H])[H])[H])C#CSC(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1504,000022187.csv,000022187.pickle,000022187,C1(C([N+]2(C3(C(C1([H])[H])(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])C(C(C2(C(O[H])([H])[H])[H])([H])[H])([H])[H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H].[Cl-]
1508,010021686.csv,010021686.pickle,010021686,C(N(C(=O)C([H])([H])[H])[H])(C(C1=C(C(=C(C(=C1[H])[H])O[H])[H])[H])([H])[H])(C(=O)N(C(C(O[H])([H])[H])(C(=O)N(C(C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])([H])[H])(C(=O)N(C(C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])(C(=O)N4C(C(C(C4(C(=O)N(C(C(O[H])([H])[H])(C(=O)N([H])C(C(=O)OC(C(OC(C(OC(C(C(=O)O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
1511,010022214.csv,010022214.pickle,010022214,C1(=C(C(=C(C2=C1C(C(OC(C(C(C(C(C(C2=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O)([H])[H])O[H])Cl)O[H])Cl
1513,010022215.csv,010022215.pickle,010022215,C=1(C(=C(C(=C(C1[H])O[H])OC([H])([H])[H])[H])[H])C(OC([H])([H])[H])(OC([H])([H])[H])[H]
1517,010020816.csv,010020816.pickle,010020816,C=1(C(=C(C(=C(C1[H])[H])S(OC(C(F)([H])[H])([H])[H])(=O)=O)[H])[H])C([H])([H])[H]
1519,010021789.csv,010021789.pickle,010021789,C1(=C(C(=C(C2=C1C(=C(N2[H])[H])C(C(C([H])([H])[H])(Cl)[H])=O)[H])[H])OC([H])([H])[H])[H]
1520,020097199.csv,020097199.pickle,020097199,C(C(C(C(N(C(C(O[H])([H])[H])([H])[H])C(C(O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
1525,020097222.csv,020097222.pickle,020097222,C(C=1C(=C(C(=C(C1O[H])[H])[H])C2(C=3C(=C(C(=C(C([H])([H])[H])C3[H])O[H])[H])[H])C4=C(C(=C(C(=C4C(=O)O2)[H])[H])[H])[H])[H])([H])([H])[H]
1526,020169074.csv,020169074.pickle,020169074,C=1(C(=C(C(=C([N+]1C([H])([H])[H])[H])C#N)[H])C(C([H])([H])[H])([H])[H])[H]
1530,000010176.csv,000010176.pickle,000010176,C1(=C(C(=C(C2=C1C(C(N3C2(C(N(C(C3=O)(C(C([H])([H])[H])([H])[H])[H])S(C4=C(C(=C(C(=C4[H])[H])[H])[H])[N+]([O-])=O)(=O)=O)([H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
1531,010016900.csv,010016900.pickle,010016900,C(C(=S)N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])(C([H])([H])[H])[H]
1536,000088889.csv,000088889.pickle,000088889,C=1(C(=C(C(=C(C1[H])C(=C(C(=O)[H])[H])[H])[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H]
1548,020097595.csv,020097595.pickle,020097595,C1(=C(C(=C(C(=C1C([H])([H])[H])[H])[H])N([N+]([H])([H])[H])[H])[H])[H]
1552,020032695.csv,020032695.pickle,020032695,C=1(SC(=C(C1[H])[H])[H])C(=S)N(C2=C(C(=C(C(=C2C(=O)OC([H])([H])[H])[H])[H])[H])[H])[H]
1559,010027606.csv,010027606.pickle,010027606,C1(OC(C(C(C1(OC(C(C([N+]([O-])=O)([H])[H])([H])[H])=O)[H])(OC(=O)C(C([N+]([O-])=O)([H])[H])([H])[H])[H])(OC(C([H])=C([H])[H])=O)[H])(O[H])[H])(C(OC(=O)C(C([N+]([O-])=O)([H])[H])([H])[H])([H])[H])[H]
1563,010021256.csv,010021256.pickle,010021256,C=1(C(=C(C(=C(C1Cl)[H])Cl)Cl)[H])[H]
1564,010016838.csv,010016838.pickle,010016838,C(Cl)(C(=O)OC(C([H])([H])[H])([H])[H])(Cl)[H]
1565,010021810.csv,010021810.pickle,010021810,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
1568,020000121.csv,020000121.pickle,020000121,C1(C(C(C(C(C1([H])[H])([H])[H])=O)([H])[H])([H])[H])=O
1571,000003034.csv,000003034.pickle,000003034,C1(C(C(C2(C(C1([H])[H])(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])(C(C(C4(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])([H])[H])C(O[H])([H])[H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C(C(C(=O)O[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])([H])[H]
1574,020100720.csv,020100720.pickle,020100720,C=1(C(=C([N+](=C(C1[H])S[H])[O-])[H])[H])[H]
1575,010008328.csv,010008328.pickle,010008328,C(Cl)(C(C(Cl)(C([H])([H])[H])[H])([H])[H])([H])[H]
1576,000021867.csv,000021867.pickle,000021867,C(C(N(C(C(N(C(C(N(C(C(N(C(C(N(C(C(N(C(C(N(C(C(N(C(C(O[H])=O)(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])=O)(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])C([H])([H])[H])=O)(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])=O)(C(C(C(N([H])[H])=O)([H])[H])([H])[H])[H])[H])=O)([H])([H])[H]
1580,020096876.csv,020096876.pickle,020096876,C(C1=C(C(=C(C(=C1C(=O)[H])[H])[H])[H])[H])(=O)[H]
1584,010016014.csv,010016014.pickle,010016014,C1(=C(C(=C2C(=C1C#N)C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H]
1585,010021808.csv,010021808.pickle,010021808,C1(=C(C(=C(C2=C1C(=C(N2[Si](C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])Br)[H])[H])OC([H])([H])[H])[H]
1588,010021775.csv,010021775.pickle,010021775,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C3C(=C2[H])OC(C(OC(C(OC=4C(C(=C3[H])[H])=C(C(=C(C4[H])C(=C(C5=C(C(=C(C(=C5[H])[H])C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H]
1589,010021713.csv,010021713.pickle,010021713,C(C([H])([H])[H])(C(C([H])([H])[H])([H])[H])=NN(C(=O)N([H])[H])[H]
1596,010021599.csv,010021599.pickle,010021599,C1(C(C(C(C(OC=2C(=C(C(=C(C2C(=C(C=3C(=C(C=4C(=C(C(C(=C(C5=C(C(=C(C(=C5OC(C(C1([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])=C(C4C3[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1601,020170944.csv,020170944.pickle,020170944,N1(C2=C(C(=NC(=N2)OC([H])([H])[H])OC([H])([H])[H])C(=O)[H])C(C([H])([H])[H])(C(C3=C1C(=C(C(=C3[H])[H])[H])[H])([H])[H])[H]
1606,020096466.csv,020096466.pickle,020096466,C1(=C(C(C=2C(=C(C(=C(C2Cl)[H])[H])Cl)[H])=C(C(=C1[H])Cl)Cl)[H])[H]
1609,010009500.csv,010009500.pickle,010009500,C1(C(C(=C(C(C1([H])[H])([H])[H])O[H])C(=O)C([H])([H])[H])([H])[H])([H])[H]
1611,000089628.csv,000089628.pickle,000089628,C1(=C(C(=C(C(=C1N(C(=O)C(C(=O)C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H]
1612,020097579.csv,020097579.pickle,020097579,C1(=C(C(=C(C(=C1[H])[H])N(C(C(C([H])([H])[H])([H])[H])([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
1616,020112698.csv,020112698.pickle,020112698,[O-]C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1619,010009333.csv,010009333.pickle,010009333,C=1(C(=C(C(=C(C1[H])C(=C([H])[H])C([H])([H])[H])[H])[H])[H])[H]
1620,010021677.csv,010021677.pickle,010021677,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C(=O)OC([H])([H])[H])[H]
1622,010022332.csv,010022332.pickle,010022332,C=1(C(=C(C(=C(C1[H])[H])C#CC=2C(=C(C(=C(C2[H])[H])C(=O)[H])[H])[H])[H])[H])N(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1626,010021780.csv,010021780.pickle,010021780,C1(C2=C(C(C(C3=C1C(=C(C(=C3[H])O[H])O[H])[H])([H])[H])([H])[H])C(=C(C(=C2[H])O[H])O[H])[H])(C([H])([H])[H])[H]
1632,020104086.csv,020104086.pickle,020104086,C=1(C(=C(C2=C(C1C(=O)OC(C(C(C(C(C(C(C3(C(C2([H])[H])(C(C(C(C3(Br)[H])([H])[H])([H])[H])=C([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(Br)[H])(C([H])([H])[H])O[H])([H])[H])([H])[H])(C(C([H])([H])[H])(Br)C([H])([H])[H])[H])[H])O[H])[H])[H]
1635,010021696.csv,010021696.pickle,010021696,C(=O)(OC([H])([H])[H])N1C=2C(C3(C(=O)N([H])C(=O)C3(C(C2C=4C(=C(C(=C(C14)[H])[H])[H])[H])([H])[H])[H])[H])([H])[H]
1640,020040430.csv,020040430.pickle,020040430,C1(=C(C(=C(C(=C1N=C=O)Cl)[H])[H])[H])Cl
1644,010025253.csv,010025253.pickle,010025253,C1(N(C(C(N1[H])([H])[H])([H])[H])[H])=S
1646,020050817.csv,020050817.pickle,020050817,C1(=NOC(=C1SC=2C(=C(C(=C(C2[H])[H])[H])[H])[H])N(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])C=3C(=C(C(=C(C3[H])[H])[N+](=O)[O-])[H])[H]
1657,010021623.csv,010021623.pickle,010021623,C(C=1C(C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])=C(C([H])([H])[H])C(C(=C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])=C(C([H])([H])[H])C1C(=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])([H])([H])[H]
1658,020039573.csv,020039573.pickle,020039573,C=1(C(=C(C(=C(C1[H])[H])[Ge](C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])(Cl)Cl)[H])[H])[H]
1660,000077289.csv,000077289.pickle,000077289,C1(=C(C(=C(C2=C1C(C(N2[H])([H])[H])([H])[H])[H])[H])[H])[H]
1663,020112355.csv,020112355.pickle,020112355,BrC1=C(C(=C(C(=C(C(=O)C2=C(C(=C([N+](=O)[O-])C(=C2[H])[H])[H])[H])[H])[H])C(=C1[H])[H])[H])[H]
1666,010021955.csv,010021955.pickle,010021955,C1(=C(C(=C(C(=C1[H])[H])OC(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(=C([H])[H])[H]
1668,020143558.csv,020143558.pickle,020143558,C1(=C(C(=C(C(=C1[H])S(=O)(=O)N([H])[H])[H])N2C(=C(C(=N2)C([H])([H])[H])[H])O[H])[H])[H]
1672,010021782.csv,010021782.pickle,010021782,C1(=C(C(=C(C(=C1[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])C(=C(C3=C(C(=C(C(=C3[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
1673,010021907.csv,010021907.pickle,010021907,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])C#N)[H])[H])[H]
1679,020055198.csv,020055198.pickle,020055198,C1(C(=C(C(C(C1([H])[H])([H])[H])(O[H])[H])[H])[H])([H])[H]
1681,010021960.csv,010021960.pickle,010021960,C1(=C(C(=C(C(=C1[H])C(=O)C([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])C(=O)O[H])[H])[H])[H]
1687,020050820.csv,020050820.pickle,020050820,C=1(ON=C(C1[H])C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H])SC([H])([H])[H]
1688,010021629.csv,010021629.pickle,010021629,C(OC(=O)C=1C(C([H])([H])[H])=C(C([H])([H])[H])SC1[H])([H])([H])[H]
1692,020096498.csv,020096498.pickle,020096498,N(C(C(N(C(C(O[H])=O)([H])[H])C(C(=O)[O-])([H])[H])([H])[H])([H])[H])(C(C(O[H])=O)([H])[H])C(C(=O)[O-])([H])[H]
1693,020123556.csv,020123556.pickle,020123556,C1(Br)=C(O[H])C(=C(O[H])C(=C1[H])[H])[H]
1697,020097572.csv,020097572.pickle,020097572,C(C(C(C(=O)OC(=C([H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
1700,020096815.csv,020096815.pickle,020096815,C(=C(C(OC(C1=C(C(=C(C(=C1C(=O)OC(C(=C([H])[H])[H])([H])[H])[H])[H])[H])[H])=O)([H])[H])[H])([H])[H]
1713,010021701.csv,010021701.pickle,010021701,C1(=C(C(=C(C2=C1C=3C(N2C(=O)C([H])([H])[H])=C(OC(C3C([H])([H])[H])=O)C([H])([H])[H])[H])[H])[H])[H]
1714,010022049.csv,010022049.pickle,010022049,C=1(C(=[N+](C(=C(C1[H])[H])C=2N=C(C(=C(C2[H])[H])[H])[H])[O-])[H])[H]
1716,020112000.csv,020112000.pickle,020112000,ClC(Cl)(Cl)C1=C(Cl)C(=C(Cl)C(=C1[H])[H])[H]
1728,020035832.csv,020035832.pickle,020035832,C=1(N(C(=C(N1)[H])[H])[H])C([H])([H])[H]
1729,010021644.csv,010021644.pickle,010021644,C(C(OC(=O)C(=C(I)[H])[H])([H])[H])([H])([H])[H]
1741,020112331.csv,020112331.pickle,020112331,O=C(N(N([H])[H])[H])C1=C(C(=C(C(=C1[H])[H])[H])[H])[H]
1748,010022416.csv,010022416.pickle,010022416,C1(=C(C(=C(C(=C1[H])[H])C(=C(C#N)C#N)[H])[H])[H])N(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
