,Unnamed: 0.1,index,Unnamed: 0,graph,cnmr,smiles
5074,5074,5083,5083,010017798.pickle,010017798.csv,C12(C(C3(N(C1(C(C(C3([H])[H])(OC(=O)C(C(O[H])([H])[H])(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])([H])[H])[H])C([H])([H])[H])[H])(O2)[H])[H]
5075,5075,5084,5084,010017799.pickle,010017799.csv,C12(C(C3(N(C1(C(C(C3([H])[H])(O2)[H])([H])[H])[H])C([H])([H])[H])[H])(O[H])[H])[H]
5076,5076,5085,5085,010017801.pickle,010017801.csv,N12C(C(C(N(C1=N[H])[H])=O)(C([H])([H])[H])[H])(C(C(C2(C(=C([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H]
5077,5077,5086,5086,010017802.pickle,010017802.csv,C(C(=O)OC([H])([H])[H])(F)(F)F
5078,5078,5087,5087,010017803.pickle,010017803.csv,O1C(C(=C(C1([H])[H])O[H])C(C(=O)O[H])([H])[H])=O
5079,5079,5088,5088,010017804.pickle,010017804.csv,N(C(OC([H])([H])[H])(OC([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
5080,5080,5089,5089,010017805.pickle,010017805.csv,C(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])(C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])[H]
5081,5081,5090,5090,010017806.pickle,010017806.csv,C(=O)(C(OC([H])([H])[H])([H])[H])C([H])([H])[H]
5082,5082,5091,5091,010017807.pickle,010017807.csv,C1(OC(C(O1)([H])[H])([H])[H])(C([H])([H])[H])C(C(C([N+]([O-])=O)([H])[H])([H])[H])([H])[H]
5083,5083,5092,5092,010017808.pickle,010017808.csv,O(C(C(=C(C([H])([H])[H])O[H])[H])=O)C(C([H])([H])[H])([H])[H]
5084,5084,5093,5093,010017809.pickle,010017809.csv,O=C(C(=C(N(C(=O)C([H])([H])[H])[H])[H])C([H])([H])[H])[H]
5085,5085,5094,5094,010017810.pickle,010017810.csv,C1(OC(C1([H])[H])=O)=C([H])[H]
5086,5086,5095,5095,010017811.pickle,010017811.csv,C1(C2(C(C3(C(C1(C(C(C2([H])[H])(C3([H])[H])N([H])C(=O)C([H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H]
5087,5087,5096,5096,010017812.pickle,010017812.csv,C12(C(=C(C(C3(C1(C(=C3[H])[H])[H])[H])(C(C2(C#N)C#N)(C#N)C#N)[H])[H])[H])[H]
5088,5088,5097,5097,010017813.pickle,010017813.csv,C1(=C(C(=C(C(=C1[H])C([H])([H])[H])C#C[H])C([H])([H])[H])[H])C([H])([H])[H]
5089,5089,5098,5098,010017814.pickle,010017814.csv,C1(=C(C(=C(C(=C1[H])[H])C(C(C([H])([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H]
5090,5090,5099,5099,010017815.pickle,010017815.csv,C1(C(N(C(N(C1=O)[H])=O)[H])=O)(C(C([H])([H])[H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
5091,5091,5100,5100,010017816.pickle,010017816.csv,C1(=C(C(=C(C2=C1C(C3=C(N2[H])C(=C(C(=C3[H])[H])[H])[H])=O)[H])[H])[H])[H]
5092,5092,5101,5101,010017817.pickle,010017817.csv,C1(=C(C(=C(C2=C1C(C3=C(N2C([H])([H])[H])C(=C(C(=C3[H])[H])[H])[H])=O)[H])[H])[H])[H]
5093,5093,5102,5102,010017818.pickle,010017818.csv,C1(=C(C(=C(C(=C1[H])[H])[H])C2(C(=N2)[H])[H])[H])[H]
5094,5094,5103,5103,010017819.pickle,010017819.csv,C1(=C(C(=C(C(=C1[H])[H])[H])C=2C(N2)([H])[H])[H])[H]
5095,5095,5104,5104,010017820.pickle,010017820.csv,C1(=C(C(=C(C2=C1C(C(N2C([H])([H])[H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
5096,5096,5106,5106,010017822.pickle,010017822.csv,C1(OC(C(C(C1(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])(OC(C(=O)O[H])(C(SC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H])[H]
5097,5097,5107,5107,010017823.pickle,010017823.csv,C1(=C(C(=C(C2=C1C3(C(C(C2(C3([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
5098,5098,5108,5108,010017824.pickle,010017824.csv,C1(=C(C(=C(C2=C1C3(C(C(C2(C3([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])[H]
5099,5099,5109,5109,010017825.pickle,010017825.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)=C(N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5100,5100,5110,5110,010017826.pickle,010017826.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H])=O)=C(N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5101,5101,5111,5111,010017827.pickle,010017827.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])Cl)[H])=O)=C(N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5102,5102,5112,5112,010017828.pickle,010017828.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[N+]([O-])=O)[H])=O)=C(N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5103,5103,5113,5113,010017829.pickle,010017829.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])Cl)[H])=O)=C(N3C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5104,5104,5114,5114,010017830.pickle,010017830.csv,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[N+]([O-])=O)[H])=O)=C(N3C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
5105,5105,5115,5115,010017831.pickle,010017831.csv,C1(C(C(N(C2(C(C(C3=C(C(=C(C(=C3[H])[H])[H])OC([H])([H])[H])C12[H])([H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H]
5106,5106,5116,5116,010017832.pickle,010017832.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])O[H])[H])[H])[H])[H])N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H]
5107,5107,5117,5117,010017833.pickle,010017833.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])[H])[N+]([O-])=O)[H])[H])[H])N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H]
5108,5108,5118,5118,010017834.pickle,010017834.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])[H])C#N)[H])[H])[H])N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H]
5109,5109,5119,5119,010017835.pickle,010017835.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H]
5110,5110,5120,5120,010017836.pickle,010017836.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])[H])[H])[H])N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H]
5111,5111,5121,5121,010017838.pickle,010017838.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])O[H])[H])[H])[H])[H])SC([H])([H])[H]
5112,5112,5122,5122,010017840.pickle,010017840.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])[N+]([O-])=O)[H])[H])[H])[H])SC([H])([H])[H]
5113,5113,5123,5123,010017841.pickle,010017841.csv,C1(=NN(C(=N1)N([H])[H])C(=S)N(C([H])([H])[H])N=C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])SC([H])([H])[H]
5114,5114,5124,5124,010017842.pickle,010017842.csv,C(C(C(C([H])([H])[H])=O)(C(C([H])([H])[H])=O)C(C([H])([H])[H])=O)(C(C([H])([H])[H])=O)(C(C([H])([H])[H])=O)C(C([H])([H])[H])=O
5115,5115,5125,5125,010017843.pickle,010017843.csv,C(C(C(C([H])([H])[H])=O)(C(C([H])([H])[H])=O)C(OC([H])([H])[H])=O)(C(C([H])([H])[H])=O)(C(OC([H])([H])[H])=O)C(C([H])([H])[H])=O
5116,5116,5126,5126,010017844.pickle,010017844.csv,C=1(OC(=C(C1C([H])([H])[H])C(=O)C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])[H]
5117,5117,5127,5127,010017845.pickle,010017845.csv,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C([H])[H]
5118,5118,5128,5128,010017846.pickle,010017846.csv,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
5119,5119,5129,5129,010017847.pickle,010017847.csv,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C(C(=C(C([H])([H])[H])[H])[H])[H]
5120,5120,5130,5130,010017848.pickle,010017848.csv,C1(N(C([H])([H])[H])N=NN1C([H])([H])[H])=C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H]
5121,5121,5131,5131,010017849.pickle,010017849.csv,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C(C([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
5122,5122,5132,5132,010017851.pickle,010017851.csv,C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])#N
5123,5123,5133,5133,010017852.pickle,010017852.csv,C1(N(N=NN1C([H])([H])[H])C([H])([H])[H])=C(C(=C([H])[H])[H])[H]
5124,5124,5134,5134,010017854.pickle,010017854.csv,C(C(C([H])([H])[H])(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])#N
5125,5125,5135,5135,010017855.pickle,010017855.csv,C(C(N(C(=O)OC1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])(C([H])([H])[H])[H])(=S)SC(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H]
5126,5126,5136,5136,010017856.pickle,010017856.csv,C(C(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(=S)N([H])[H]
5127,5127,5137,5137,010017857.pickle,010017857.csv,C(C(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(=S)SC([H])([H])[H]
5128,5128,5138,5138,010017858.pickle,010017858.csv,C1(C(C(C(C(C1([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])(OC(=O)N(C(C([H])([H])[H])(C(=S)SC(C([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H]
5129,5129,5139,5139,010017859.pickle,010017859.csv,C(C(N(C(=O)OC1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])#N
5130,5130,5140,5140,010017860.pickle,010017860.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])F)[H])C2([H])[H])[H])[H]
5131,5131,5141,5141,010017861.pickle,010017861.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])Br)[H])C2([H])[H])[H])[H]
5132,5132,5142,5142,010017862.pickle,010017862.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])N([H])[H])[H])C2([H])[H])[H])[H]
5133,5133,5143,5143,010017863.pickle,010017863.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])N(C(=O)C([H])([H])[H])[H])[H])C2([H])[H])[H])[H]
5134,5134,5144,5144,010017866.pickle,010017866.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])N(C(=O)C([H])([H])[H])[H])O[H])C2([H])[H])[H])[H]
5135,5135,5145,5145,010017867.pickle,010017867.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])N(C(=O)C([H])([H])[H])O[H])[H])C2([H])[H])[H])[H]
5136,5136,5146,5146,010017868.pickle,010017868.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])[H])N(C(=O)C([H])([H])[H])[H])OC(=O)C([H])([H])[H])C2([H])[H])[H])[H]
5137,5137,5147,5147,010017869.pickle,010017869.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])O[H])N(C(=O)C([H])([H])[H])[H])[H])C2([H])[H])[H])[H]
5138,5138,5148,5148,010017870.pickle,010017870.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C(C(=C3[H])OC(=O)C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[H])C2([H])[H])[H])[H]
5139,5139,5149,5149,010017871.pickle,010017871.csv,C=12C(=C(C(=C(C1[H])O[H])[H])[H])N(C(=C2C(=O)C(C=3C=4C(=C(C(=C(C4[H])O[H])[H])[H])N(C3[H])[H])=O)[H])[H]
5140,5140,5150,5150,010017873.pickle,010017873.csv,C=1(C(=C(C(=C(C1[H])OC([H])([H])[H])O[H])[H])[H])C(=C2C(C(C3=C(C(=C(C(=C3[H])[H])O[H])OC([H])([H])[H])[H])([H])[H])(C(OC2=O)([H])[H])[H])[H]
5141,5141,5151,5151,010017874.pickle,010017874.csv,C=12C(=C(C(=C(C1C(=C(C(=C2[H])[H])C3=C(C(=C(C(=C3[H])O[H])O[H])[H])[H])[H])[H])O[H])O[H])[H]
5142,5142,5152,5152,010017875.pickle,010017875.csv,C12=C3C(=C(C(=C1C(C(=C(C2=C(C(=C3[H])[H])C=4C(=C(C(=C(C4[H])[H])OC([H])([H])[H])[H])[H])[H])O[H])=O)[H])[H])[H]
5143,5143,5153,5153,010017876.pickle,010017876.csv,C=1(C(=C(C(=C(C1[H])N2C(C(C(C2=O)([H])[H])([H])[H])(O[H])[H])[H])[H])O[H])[H]
5144,5144,5154,5154,010017877.pickle,010017877.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C([H])([H])[H])(O[H])[H])([H])[H])=O
5145,5145,5155,5155,010017878.pickle,010017878.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(O[H])[H])([H])[H])=O
5146,5146,5156,5156,010017879.pickle,010017879.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(O[H])[H])([H])[H])=O
5147,5147,5157,5157,010017880.pickle,010017880.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(O[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])([H])[H])=O
5148,5148,5158,5158,010017881.pickle,010017881.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(O[H])(C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H])[H])([H])[H])=O
5149,5149,5159,5159,010017883.pickle,010017883.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])(O[H])[H])([H])[H])=O
5150,5150,5160,5160,010017885.pickle,010017885.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(C(C(C([H])([H])[H])([H])[H])=O)([H])[H])([H])[H])([H])[H])=O
5151,5151,5161,5161,010017886.pickle,010017886.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C([H])([H])[H])=O)([H])[H])(O[H])[H]
5152,5152,5162,5162,010017887.pickle,010017887.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])=O)([H])[H])(O[H])[H]
5153,5153,5163,5163,010017888.pickle,010017888.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])=O)([H])[H])(O[H])[H]
5154,5154,5164,5164,010017889.pickle,010017889.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(O[H])(C2=C(C(=C(C(=C2[H])[H])[H])OC([H])([H])[H])[H])[H])([H])[H])=O
5155,5155,5165,5165,010017890.pickle,010017890.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])(O[H])[H]
5156,5156,5166,5166,010017891.pickle,010017891.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(OC([H])([H])[H])=O)(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])(O[H])[H]
5157,5157,5167,5167,010017892.pickle,010017892.csv,C=1(OC(=C(C1[H])[H])[H])C(C(C(OC([H])([H])[H])=O)(C([H])([H])[H])C([H])([H])[H])(O[H])[H]
5158,5158,5168,5168,010017893.pickle,010017893.csv,C1(=C(C(=C(O1)[H])[H])[H])C(C(C(C([H])([H])[H])=O)([H])[H])(C(C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H]
5159,5159,5169,5169,010017894.pickle,010017894.csv,C1(=C(C(=C(O1)[H])[H])[H])C(C(C(=O)OC([H])([H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])(C(C(=O)C([H])([H])[H])([H])[H])[H]
5160,5160,5170,5170,010017895.pickle,010017895.csv,C1(=C(C(=C(C2=C1C(C(C(O2)(C3=C(C(=C(C(=C3[H])O[H])O[H])[H])[H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H])[H])O[H])[H])O[H]
5161,5161,5171,5171,010017896.pickle,010017896.csv,C1(=C(C(=C(C2=C1C(C(C(O2)(C3=C(C(=C(C(=C3[H])OC(=O)C([H])([H])[H])OC(=O)C([H])([H])[H])[H])[H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H])[H])O[H])[H])O[H]
5162,5162,5172,5172,010017898.pickle,010017898.csv,C1(=C(C(=C(C2=C1C(C(C(O2)(C3=C(C(=C(C(=C3[H])O[H])O[H])[H])[H])[H])(O[H])[H])([H])[H])[H])OC(=O)C([H])([H])[H])[H])O[H]
5163,5163,5173,5173,010017899.pickle,010017899.csv,C(=O)(Cl)C(=C(OC(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])[H])[H]
5164,5164,5174,5174,010017900.pickle,010017900.csv,C=1(OC2(C(C(=C(C1Br)OC([H])([H])[H])Br)([H])[H])C(C(C(N(C(C(C(OC3=C(C(=C(C(=C3Br)[H])C(C(N(C([H])([H])[H])[H])([H])[H])(O[H])[H])[H])Br)([H])[H])([H])[H])([H])[H])[H])=O)=NO2)(O[H])[H])[H]
5165,5165,5175,5175,010017901.pickle,010017901.csv,C(=C([C-](C#N)C#N)C=1OC(=C(C1[H])[H])[N+](=O)[O-])(C#N)C#N
5166,5166,5176,5176,010017902.pickle,010017902.csv,C1(C(C1([H])[H])([H])[H])(C(=C([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
5167,5167,5177,5177,010017904.pickle,010017904.csv,C1(C(C(C(O1)(C2(N(C(C(C2([H])[H])([H])[H])([H])[H])[H])[H])[H])([H])[H])([H])[H])=O
5168,5168,5178,5178,010017905.pickle,010017905.csv,C=1(N=C(N=C(N1)N2C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])N([H])[H]
5169,5169,5179,5179,010017906.pickle,010017906.csv,C12=C(C3=C(C(=C(C(=C3N1[H])[H])[H])[H])[H])C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])([H])[H]
5170,5170,5180,5180,010017907.pickle,010017907.csv,C1(=C(C2=C(C(=C(C(=C2N1[H])[H])[H])[H])[H])C(C#N)([H])[H])C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H]
5171,5171,5181,5181,010017908.pickle,010017908.csv,C1(=C(C2=C(C(=C(C(=C2N1[H])[H])[H])[H])[H])C(C#N)([H])[H])C(=C([H])[H])[H]
5172,5172,5182,5182,010017909.pickle,010017909.csv,C1(=C(C2=C(C(=C(C(=C2N1[H])[H])[H])[H])[H])C(C(N([H])[H])([H])[H])([H])[H])C(=C([H])[H])[H]
5173,5173,5183,5183,010017910.pickle,010017910.csv,C1(=C(C2=C(C(=C(C(=C2N1C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])C(C#N)([H])[H])C(=C([H])[H])[H]
5174,5174,5184,5184,010017911.pickle,010017911.csv,C(C(C(C1=C(C2=C(C(=C(C3=C2C(O1)=C(C(=C3C(C([H])([H])[H])=O)O[H])[H])[H])[H])[H])[H])([H])[H])=O)([H])([H])[H]
5175,5175,5185,5185,010017912.pickle,010017912.csv,C(C1=C(C2=C(C(=C(C3=C2C(O1)=C(C(=C3C(C([H])([H])[H])=O)O[H])[H])[H])[H])[H])[H])([H])([H])[H]
5176,5176,5186,5186,010017913.pickle,010017913.csv,C(=C(I)Br)(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])OC(=O)C([H])([H])[H]
5177,5177,5187,5187,010017914.pickle,010017914.csv,C(=C(I)Br)(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])Cl
5178,5178,5188,5188,010017915.pickle,010017915.csv,C(=C(I)Br)(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])I
5179,5179,5189,5189,010017916.pickle,010017916.csv,C1(=C(C(=C(C(=C1[H])[H])C(C(OC(=O)C([H])([H])[H])([H])[H])([H])[H])[H])[H])C(C([H])([H])[H])=O
5180,5180,5190,5190,010017917.pickle,010017917.csv,C1(=C(C(=C(C(=C1[H])[H])C(C(O[H])([H])[H])([H])[H])[N+](=O)[O-])[H])C(C([H])([H])[H])=O
5181,5181,5191,5191,010017918.pickle,010017918.csv,C(C(C1=C(C(=C(C(=C1[H])[H])C(C([H])([H])[H])=O)[H])[N+](=O)[O-])([H])[H])(OC(=O)C(C(C(=O)O[H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H]
5182,5182,5192,5192,010017919.pickle,010017919.csv,C(C(C(N(C([H])([H])[H])[H])(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])[H])([H])[H])(N(C([H])([H])[H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
5183,5183,5193,5193,010017920.pickle,010017920.csv,C(=C(C([H])([H])[H])[H])(S(=O)(=O)C(C([H])([H])[H])([H])[H])[H]
5184,5184,5194,5194,010017921.pickle,010017921.csv,C(C(C(C(C(=O)OC1=C(C(=C(C(=C1[H])[H])C(=C([N+](=O)[O-])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])(=O)OC([H])([H])[H]
5185,5185,5195,5195,010017922.pickle,010017922.csv,C1(=C(C(=C(C(=C1[H])[H])C(=C([N+](=O)[O-])[H])[H])[H])[H])O[H]
5186,5186,5196,5196,010017923.pickle,010017923.csv,C(C(C(C(C(=O)OC1=C(C(=C(C(=C1[H])[H])C(=C([N+](=O)[O-])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])(=O)OC(C2(C3(C(C(O2)(N4C=5N=C(N=C(C5N=C4[H])N([H])[H])[H])[H])(OC(O3)(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])([H])[H]
5187,5187,5197,5197,010017924.pickle,010017924.csv,C1(=C(C(=C(C(=C1[H])[H])C(=C([N+](=O)[O-])[H])[H])[H])OC([H])([H])[H])O[H]
5188,5188,5198,5198,010017925.pickle,010017925.csv,C1(C(C(=C(C1([H])[H])[H])[H])([H])[H])(C(=C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
5189,5189,5199,5199,010017926.pickle,010017926.csv,C(C(C(=C(C(C(C(O[H])=O)(N([H])[H])[H])([H])[H])[H])[H])(N([H])[H])C([H])([H])[H])(O[H])=O
5190,5190,5200,5200,010017927.pickle,010017927.csv,C(C(C(C(C(C(C(OC([H])([H])[H])=O)(N([H])[H])[H])([H])[H])([H])[H])([H])[H])(N([H])[H])[H])(OC([H])([H])[H])=O
5191,5191,5201,5201,010017929.pickle,010017929.csv,O(C(C(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=C(F)C(C(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])[H])[H])([H])[H])[H]
5192,5192,5202,5202,010017930.pickle,010017930.csv,C1(OC(C(O1)([H])[H])([H])[H])=C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
5193,5193,5203,5203,010017931.pickle,010017931.csv,C1(OC(C(O1)([H])[H])([H])[H])(OC([H])([H])[H])C(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])[H]
5194,5194,5204,5204,010017932.pickle,010017932.csv,O1C(=C(C(=C1[H])[H])[H])C(=C(C(=O)C(F)(F)F)C(=O)C(F)(F)F)[H]
5195,5195,5205,5205,010017933.pickle,010017933.csv,O1C(=C(C(=C1C([H])([H])[H])[H])[H])Br
5196,5196,5206,5206,010017934.pickle,010017934.csv,O1C(=C(C(=C1C([H])([H])[H])[H])Br)C([H])([H])[H]
5197,5197,5207,5207,010017935.pickle,010017935.csv,O1C(=C(C(=C1C([H])([H])[H])[H])Br)C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
5198,5198,5208,5208,010017937.pickle,010017937.csv,O1C(=C(C(=C1C([H])([H])[H])[H])Br)C2(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])O[H]
5199,5199,5209,5209,010017938.pickle,010017938.csv,O1C(=C(C(=C1C([H])([H])[H])[H])Br)C(O[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
5200,5200,5210,5210,010017939.pickle,010017939.csv,O1C(=C(C(=C1C([H])([H])[H])[H])Br)C(=O)[H]
5201,5201,5211,5211,010017941.pickle,010017941.csv,O1C(=C(C(=C1C([H])([H])[H])C(=O)O[H])C([H])([H])[H])[H]
5202,5202,5212,5212,010017943.pickle,010017943.csv,C1(=C(C(=C(C2=C1OC(=C2[H])C3=C(C(=C(C(=C3[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H]
5203,5203,5213,5213,010017944.pickle,010017944.csv,C1(=C(C(=C(C2=C1OC(=C2[H])C3=C(C(=C(C(=C3[H])[H])[N+](=O)[O-])[H])[H])[H])[H])[H])[H]
